StockCode,AvgDailyDemand,StdDailyDemand,MaxDailyDemand,TotalDemand,AvgDailyRev,TotalRevenue,DaysActive,Description,Price,SafetyStock,ReorderPoint,AnnualDemand,UnitHoldingCost,EOQ,ReorderFrequency,StockStatus
85230E,40.08196721311475,29.980157372261637,144,2445,10.301803278688524,628.41,61,STRAWBRY SCENTED VOTIVE CANDLE,0.29,131.0,412.0,14630.0,0.057999999999999996,5022.0,125.0,Fast Mover
85230F,36.56603773584906,24.39854143966733,144,1938,9.698490566037735,514.02,53,JASMINE VOTIVE CANDLE,0.29,107.0,363.0,13347.0,0.057999999999999996,4797.0,131.0,Fast Mover
85230G,38.18181818181818,32.040143952927444,144,1680,9.676363636363634,425.75999999999993,44,ORANGE VOTIVE CANDLE,0.29,140.0,407.0,13936.0,0.057999999999999996,4902.0,128.0,Fast Mover
85231B,8.34959349593496,10.836434190107415,90,2054,7.633495934959349,1877.84,246,CINAMMON SET OF 9 T-LIGHTS,0.85,47.0,105.0,3048.0,0.17,1339.0,160.0,Medium Mover
85231E,12.279411764705882,17.839119839939976,90,835,10.223970588235295,695.23,68,STRAWBERRY SCENTED SET/9 T-LIGHTS,0.85,78.0,164.0,4482.0,0.17,1624.0,132.0,Medium Mover
85231G,7.882352941176471,10.402494470466984,90,1474,6.851925133689839,1281.31,187,ORANGE SCENTED SET/9 T-LIGHTS,0.85,45.0,100.0,2877.0,0.17,1301.0,165.0,Medium Mover
85231L,15.507462686567164,28.373255190956893,181,1039,12.51268656716418,838.35,67,LAVENDER SCENTED SET/9 T-LIGHTS,0.85,124.0,233.0,5660.0,0.17,1825.0,118.0,Medium Mover
85231b,1.0,0.0,1,4,1.645,6.58,4,CINAMMON SET OF 9 T-LIGHTS,1.66,0.0,7.0,365.0,0.332,332.0,332.0,Slow Mover
85231e,1.0,0.0,1,1,1.66,1.66,1,STRAWBERRY SCENTED SET/9 T-LIGHTS,1.66,0.0,7.0,365.0,0.332,332.0,332.0,Slow Mover
85231g,1.0,0.0,1,6,1.63,9.78,6,ORANGE SCENTED SET/9 T-LIGHTS,1.63,0.0,7.0,365.0,0.326,335.0,335.0,Slow Mover
85232A,3.125,3.7158812022511833,27,375,15.749,1889.88,120,SET/3 POLKA DOT STACKING TINS,4.95,16.0,38.0,1141.0,0.9900000000000001,339.0,108.0,Slow Mover
85232B,12.244,30.833020686572933,313,3061,61.33012,15332.53,250,SET/3 RUSSIAN DOLL STACKING TINS,4.95,135.0,221.0,4469.0,0.9900000000000001,672.0,55.0,Medium Mover
85232C,1.0,0.0,1,1,4.95,4.95,1,RUSSIAN FOLKART STACKING TINS,4.95,0.0,7.0,365.0,0.9900000000000001,192.0,192.0,Slow Mover
85232D,3.9829545454545454,6.764169831287025,72,701,20.66284090909091,3636.6600000000003,176,SET/3 DECOUPAGE STACKING TINS,4.95,30.0,58.0,1454.0,0.9900000000000001,383.0,96.0,Slow Mover
85232a,1.0,0.0,1,2,10.17,20.34,2,SET/3 POLKA DOT STACKING TINS,10.17,0.0,7.0,365.0,2.0340000000000003,134.0,134.0,Slow Mover
85232b,1.6666666666666667,0.9759000729485332,4,25,16.964666666666666,254.47,15,SET/3 RUSSIAN DOLL STACKING TINS,10.39,4.0,16.0,608.0,2.0780000000000003,171.0,103.0,Slow Mover
85232d,1.0,0.0,1,1,10.17,10.17,1,SET/3 DECOUPAGE STACKING TINS,10.17,0.0,7.0,365.0,2.0340000000000003,134.0,134.0,Slow Mover
90000A,1.736842105263158,1.0457376590053493,5,33,10.47263157894737,198.98000000000002,19,RASPBERRY ANT COPPER FLOWER NECKLAC,5.95,5.0,17.0,634.0,1.1900000000000002,231.0,133.0,Slow Mover
90000B,1.45,0.8255779474818965,4,29,8.864500000000001,177.29000000000002,20,MIDNIGHT BLUE COPPER FLOWER NECKLAC,6.5,4.0,14.0,529.0,1.3,202.0,139.0,Slow Mover
90000C,1.0,0.0,1,2,6.16,12.32,2,OPAL WHITE/SILVER FLOWER NECKLACE,5.95,0.0,7.0,365.0,1.1900000000000002,175.0,175.0,Slow Mover
90000D,1.5454545454545454,1.063335233208144,6,51,9.507575757575758,313.75,33,COPPER/OLIVE GREEN FLOWER NECKLACE,6.5,5.0,16.0,564.0,1.3,208.0,135.0,Slow Mover
90001A,1.1,0.31622776601683794,2,11,4.66,46.6,10,ANTIQUE RASPBERRY FLOWER EARRINGS,4.33,1.0,9.0,402.0,0.8660000000000001,215.0,195.0,Slow Mover
90001B,1.4444444444444444,0.5270462766947299,2,13,6.124444444444445,55.120000000000005,9,ANTIQUE MID BLUE FLOWER EARRINGS,4.24,2.0,12.0,527.0,0.8480000000000001,249.0,172.0,Slow Mover
90001C,1.1,0.31622776601683794,2,11,4.67,46.7,10,ANTIQUE OPAL WHITE FLOWER EARRINGS,4.25,1.0,9.0,402.0,0.8500000000000001,217.0,197.0,Slow Mover
90001D,1.8181818181818181,1.4709304414677002,6,20,7.7236363636363645,84.96000000000001,11,ANTIQUE OLIVE GREEN FLOWER EARRINGS,4.25,6.0,19.0,664.0,0.8500000000000001,279.0,153.0,Slow Mover
90002A,2.5714285714285716,1.8277470669267506,6,36,9.642857142857142,135.0,14,FLOWER BURST SILVER RING OPAL,3.75,8.0,26.0,939.0,0.75,354.0,138.0,Slow Mover
90002B,2.0,1.2649110640673518,4,22,7.5218181818181815,82.74,11,FLOWER BURST SILVER RING ROSE,3.75,6.0,20.0,730.0,0.75,312.0,156.0,Slow Mover
90002C,1.9411764705882353,1.1974237050483696,4,33,7.316470588235294,124.38,17,FLOWER BURST SILVER RING MIDN'T BLU,3.75,5.0,19.0,709.0,0.75,307.0,158.0,Slow Mover
90002D,3.25,8.613567692141089,50,104,11.429375,365.74,32,FLOWER BURST SILVER RING CRYSTAL,3.75,38.0,61.0,1186.0,0.75,398.0,122.0,Slow Mover
90002E,1.6363636363636365,1.026910636104941,4,18,6.16090909090909,67.77,11,FLOWER BURST SILVER RING GREEN,3.75,4.0,15.0,597.0,0.75,282.0,172.0,Slow Mover
90003B,1.8333333333333333,1.522773975253762,6,44,6.90875,165.81,24,ROSE COLOUR PAIR HEART HAIR SLIDES,3.75,7.0,20.0,669.0,0.75,299.0,163.0,Slow Mover
90003C,1.5,1.1348474733984244,6,51,5.633529411764705,191.54,34,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,3.75,5.0,16.0,548.0,0.75,270.0,180.0,Slow Mover
90003D,2.0,1.3390681268239724,6,60,7.539,226.17,30,CRYSTAL PAIR HEART HAIR SLIDES,3.75,6.0,20.0,730.0,0.75,312.0,156.0,Slow Mover
90003E,1.5238095238095237,0.9807674351775562,4,32,5.729047619047619,120.31,21,GREEN PAIR HEART HAIR SLIDES,3.75,4.0,15.0,556.0,0.75,272.0,178.0,Slow Mover
90004A,1.0,0.0,1,1,3.75,3.75,1,JADE GREEN PAIR ENAMEL HAIR SLIDES,3.75,0.0,7.0,365.0,0.75,221.0,221.0,Slow Mover
90005A,2.2083333333333335,2.1133651025645306,12,106,4.518125,216.87,48,JADE GREEN ENAMEL HAIR COMB,2.16,9.0,24.0,806.0,0.43200000000000005,432.0,196.0,Slow Mover
90010A,1.6896551724137931,2.037215331136775,12,49,15.305172413793102,443.84999999999997,29,MIDNIGHT BLUE GLASS/SILVER BRACELET,9.98,9.0,21.0,617.0,1.9960000000000002,176.0,104.0,Slow Mover
90010B,2.032258064516129,2.136724455293537,12,63,18.645806451612902,578.02,31,BLACK/WHITE GLASS/SILVER BRACELET,9.98,9.0,23.0,742.0,1.9960000000000002,193.0,95.0,Slow Mover
90010E,1.6470588235294117,1.323044078176753,8,56,14.754411764705882,501.65,34,AMBER GLASS/SILVER BRACELET,8.95,6.0,18.0,601.0,1.79,183.0,111.0,Slow Mover
90011A,1.0,0.0,1,15,2.952,44.28,15,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,3.03,0.0,7.0,365.0,0.606,245.0,245.0,Slow Mover
90011B,1.4285714285714286,1.3424596091494903,6,20,4.218571428571429,59.06,14,BLACK CRYSTAL DROP EARRINGS,2.95,6.0,16.0,521.0,0.5900000000000001,297.0,208.0,Slow Mover
90011C,1.7142857142857142,1.8898223650461359,6,12,5.047142857142857,35.33,7,GREEN CRYSTAL DROP EARRINGS,2.95,8.0,20.0,626.0,0.5900000000000001,326.0,190.0,Slow Mover
90011D,1.0,0.0,1,5,2.95,14.75,5,PURPLE CRYSTAL DROP EARRINGS,3.03,0.0,7.0,365.0,0.606,245.0,245.0,Slow Mover
90011E,1.0,0.0,1,8,2.95125,23.61,8,AMBER CRYSTAL DROP EARRINGS,2.95,0.0,7.0,365.0,0.5900000000000001,249.0,249.0,Slow Mover
90012A,1.8571428571428572,1.8644544714716085,6,13,10.625714285714285,74.38,7,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,10.42,8.0,21.0,678.0,2.084,180.0,97.0,Slow Mover
90012B,2.8333333333333335,2.48327740429189,6,17,14.316666666666668,85.9,6,BLACK DROP CRYSTAL NECKLACE,9.95,11.0,31.0,1034.0,1.99,228.0,80.0,Slow Mover
90013A,1.5972222222222223,1.3285565843459872,9,115,6.031527777777778,434.27,72,MIDNIGHT BLUE VINTAGE EARRINGS,3.9,6.0,17.0,583.0,0.78,273.0,171.0,Slow Mover
90013B,1.4647887323943662,0.9385549061569213,5,104,6.0411267605633805,428.92,71,BLACK VINTAGE EARRINGS,4.33,4.0,14.0,535.0,0.8660000000000001,249.0,170.0,Slow Mover
90013C,1.6603773584905661,1.09093108127548,4,88,6.670754716981132,353.55,53,GREEN VINTAGE EARRINGS ,3.75,5.0,17.0,606.0,0.75,284.0,171.0,Slow Mover
90013D,2.875,2.84897642437888,12,46,11.131875,178.11,16,PURPLE VINTAGE EARRINGS,3.75,12.0,32.0,1049.0,0.75,374.0,130.0,Slow Mover
90013E,1.0,0.0,1,2,4.285,8.57,2,AMBER VINTAGE EARRINGS ,4.33,0.0,7.0,365.0,0.8660000000000001,205.0,205.0,Slow Mover
90014A,1.4102564102564104,1.0691351329572967,6,55,12.872051282051283,502.01,39,SILVER/MOP ORBIT NECKLACE,10.85,5.0,15.0,515.0,2.17,154.0,109.0,Slow Mover
90014B,1.2142857142857142,0.4986754943620637,3,34,11.918214285714285,333.71,28,GOLD M PEARL  ORBIT NECKLACE,10.85,2.0,10.0,443.0,2.17,143.0,118.0,Slow Mover
90014C,1.45,1.0990426455975697,5,29,14.233999999999998,284.67999999999995,20,SILVER/BLACK ORBIT NECKLACE,9.95,5.0,15.0,529.0,1.99,163.0,112.0,Slow Mover
90016A,1.8125,2.0402205763103165,9,29,12.99125,207.86,16,SILVER/M.O.P PENDANT ORBIT NECKLACE,8.68,9.0,22.0,662.0,1.736,195.0,108.0,Slow Mover
90016B,1.2758620689655173,0.7018624063435963,4,37,10.763448275862068,312.14,29,GOLD/M.O.P PENDANT ORBIT NECKLACE,8.5,3.0,12.0,466.0,1.7000000000000002,166.0,130.0,Slow Mover
90016C,1.2142857142857142,0.5789342235218394,3,17,10.290714285714285,144.07,14,SILVER/BLACK PENDANT ORBIT NECKLACE,8.68,3.0,12.0,443.0,1.736,160.0,132.0,Slow Mover
90018A,1.4423076923076923,0.7774634860213893,4,75,6.095961538461538,316.99,52,SILVER M.O.P ORBIT DROP EARRINGS,4.33,3.0,13.0,526.0,0.8660000000000001,246.0,171.0,Slow Mover
90018B,1.2580645161290323,0.4448027229745693,2,39,5.3103225806451615,164.62,31,GOLD M.O.P ORBIT DROP EARRINGS,4.33,2.0,11.0,459.0,0.8660000000000001,230.0,183.0,Slow Mover
90018C,1.4736842105263157,0.772328445721233,4,28,6.237368421052632,118.51,19,SILVER BLACK ORBIT DROP EARRINGS,4.33,3.0,13.0,538.0,0.8660000000000001,249.0,169.0,Slow Mover
90019A,1.3877551020408163,0.6713272466605564,4,68,7.2365306122448985,354.59000000000003,49,SILVER M.O.P ORBIT BRACELET,5.63,3.0,13.0,507.0,1.1260000000000001,212.0,153.0,Slow Mover
90019B,1.1428571428571428,0.44839513942303283,3,32,6.022142857142858,168.62,28,GOLD M.O.P ORBIT BRACELET,5.51,2.0,10.0,417.0,1.102,195.0,171.0,Slow Mover
90019C,1.25,0.5679618342470647,3,40,6.668125,213.38,32,SILVER BLACK ORBIT BRACELET,4.95,2.0,11.0,456.0,0.9900000000000001,215.0,172.0,Slow Mover
90024A,1.25,0.5,2,5,10.625,42.5,4,NEW BAROQUE B'FLY NECKLACE BLACK,8.5,2.0,11.0,456.0,1.7000000000000002,164.0,131.0,Slow Mover
90024B,1.1363636363636365,0.3512500866571044,2,25,9.647272727272728,212.24,22,NEW BAROQUE B'FLY NECKLACE RED,8.5,2.0,10.0,415.0,1.7000000000000002,156.0,137.0,Slow Mover
90024C,1.1,0.31622776601683794,2,11,9.348,93.48,10,NEW BAROQUE B'FLY NECKLACE GREEN,8.5,1.0,9.0,402.0,1.7000000000000002,154.0,140.0,Slow Mover
90024D,1.1538461538461537,0.3755338080994054,2,15,9.807692307692308,127.5,13,NEW BAROQUE B'FLY NECKLACE PINK,8.68,2.0,10.0,421.0,1.736,156.0,135.0,Slow Mover
90024E,1.6,1.577621275493231,6,16,13.597999999999999,135.98,10,NEW BAROQUE B'FLY NECKLACE MONTANA,8.68,7.0,18.0,584.0,1.736,183.0,114.0,Slow Mover
90024F,1.3333333333333333,0.5163977794943222,2,8,11.268333333333333,67.61,6,NEW BAROQUE B'FLY NECKLACE CRYSTAL,8.49,2.0,11.0,487.0,1.6980000000000002,169.0,127.0,Slow Mover
90025A,1.0,0.0,1,2,3.75,7.5,2,BAROQUE BUTTERFLY EARRINGS BLACK,3.75,0.0,7.0,365.0,0.75,221.0,221.0,Slow Mover
90025B,1.0,0.0,1,3,3.763333333333333,11.29,3,BAROQUE BUTTERFLY EARRINGS RED,3.75,0.0,7.0,365.0,0.75,221.0,221.0,Slow Mover
90025C,1.0,0.0,1,6,3.76,22.56,6,BAROQUE BUTTERFLY EARRINGS GREEN,3.75,0.0,7.0,365.0,0.75,221.0,221.0,Slow Mover
90025D,1.0,0.0,1,5,3.7380000000000004,18.69,5,BAROQUE BUTTERFLY EARRINGS PINK,3.75,0.0,7.0,365.0,0.75,221.0,221.0,Slow Mover
90025E,1.0,0.0,1,7,3.7857142857142856,26.5,7,BAROQUE BUTTERFLY EARRINGS MONTANA,3.9,0.0,7.0,365.0,0.78,216.0,216.0,Slow Mover
90025F,1.0,0.0,1,8,3.77875,30.23,8,BAROQUE BUTTERFLY EARRINGS CRYSTAL,3.9,0.0,7.0,365.0,0.78,216.0,216.0,Slow Mover
90026A,1.2222222222222223,0.4409585518440984,2,11,10.385555555555555,93.47,9,GLASS BEAD HOOP NECKLACE BLACK,8.5,2.0,11.0,446.0,1.7000000000000002,162.0,133.0,Slow Mover
90026B,1.1428571428571428,0.3779644730092272,2,8,9.688571428571427,67.82,7,GLASS BEAD HOOP NECKLACE MONTANA,8.5,2.0,10.0,417.0,1.7000000000000002,157.0,137.0,Slow Mover
90026C,1.3333333333333333,0.5163977794943223,2,8,11.303333333333333,67.82,6,GLASS BEAD HOOP NECKLACE GREEN,8.5,2.0,11.0,487.0,1.7000000000000002,169.0,127.0,Slow Mover
90026D,1.25,0.4629100498862757,2,10,10.625,85.0,8,GLASS BEAD HOOP NECKLACE AMETHYST,8.5,2.0,11.0,456.0,1.7000000000000002,164.0,131.0,Slow Mover
90027A,1.5,1.224744871391589,4,9,4.42,26.52,6,GLASS BEAD HOOP EARRINGS BLACK,2.95,5.0,16.0,548.0,0.5900000000000001,305.0,203.0,Slow Mover
90027B,1.3,0.48304589153964794,2,13,3.8280000000000003,38.28,10,GLASS BEAD HOOP EARRINGS MONTANA,2.95,2.0,11.0,474.0,0.5900000000000001,283.0,218.0,Slow Mover
90027C,1.1666666666666667,0.3892494720807615,2,14,3.4308333333333336,41.17,12,GLASS BEAD HOOP EARRINGS GREEN,3.03,2.0,10.0,426.0,0.606,265.0,227.0,Slow Mover
90027D,1.5333333333333334,0.915475416434127,4,23,4.812,72.18,15,GLASS BEAD HOOP EARRINGS AMETHYST,3.46,4.0,15.0,560.0,0.6920000000000001,284.0,185.0,Slow Mover
90030A,8.777777777777779,7.790663928346829,24,79,12.64,113.76,9,SPOTTED WHITE NATURAL SEED NECKLACE,6.07,34.0,95.0,3204.0,1.2140000000000002,514.0,59.0,Medium Mover
90030B,4.212121212121212,4.954528078924216,24,139,8.850909090909092,292.08000000000004,33,RED KUKUI COCONUT SEED NECKLACE,6.07,22.0,51.0,1537.0,1.2140000000000002,356.0,85.0,Slow Mover
90030C,5.8,6.909620622209091,24,87,10.086666666666668,151.3,15,BROWN KUKUI COCONUT SEED NECKLACE,6.07,30.0,71.0,2117.0,1.2140000000000002,418.0,72.0,Medium Mover
90035A,1.6,0.9102589898327994,4,24,17.17,257.55,15,"PEARL & SHELL 42""NECKL. GREEN",10.85,4.0,15.0,584.0,2.17,164.0,102.0,Slow Mover
90035B,10.75,16.938614661968867,36,43,95.2225,380.89,4,"PEARL & SHELL 42""NECKL. PINK",8.49,74.0,149.0,3924.0,1.6980000000000002,481.0,45.0,Medium Mover
90035C,5.6,7.6681158050723255,19,28,60.2,301.0,5,"PEARL & SHELL 42""NECKL. IVORY",10.75,33.0,72.0,2044.0,2.15,308.0,55.0,Medium Mover
90036A,1.35,0.7451598203705947,3,27,10.788,215.76000000000002,20,FLOWER GARLAND NECKLACE RED,8.24,3.0,12.0,493.0,1.6480000000000001,173.0,128.0,Slow Mover
90036B,1.8,1.6193277068654823,6,18,14.309999999999999,143.1,10,"FLOWER GLASS GARLAND NECKL.36""GREEN",7.95,7.0,20.0,657.0,1.59,203.0,113.0,Slow Mover
90036C,2.066666666666667,1.4375905768565216,6,31,16.455333333333336,246.83,15,"FLOWER GLASS GARLAND NECKL.36""BLUE",7.95,6.0,20.0,754.0,1.59,218.0,105.0,Slow Mover
90036D,2.375,1.5,6,38,18.893125,302.29,16,"FLOWER GLASS GARLAND NECKL.36""BLACK",7.95,7.0,24.0,867.0,1.59,234.0,99.0,Slow Mover
90036E,1.6071428571428572,1.7709442075467499,10,45,12.816785714285714,358.87,28,"FLOWER GLASS GARLD NECKL36""AMETHYST",8.24,8.0,19.0,587.0,1.6480000000000001,189.0,118.0,Slow Mover
90036F,1.6,1.4540583599999397,6,24,12.811333333333334,192.17000000000002,15,"FLOWER GLASS GARLD NECKL36""TURQUOIS",8.24,6.0,17.0,584.0,1.6480000000000001,188.0,118.0,Slow Mover
90037A,2.1666666666666665,1.9924098397912438,6,26,5.525833333333334,66.31,12,TINY CRYSTAL BRACELET RED,2.59,9.0,24.0,791.0,0.518,391.0,180.0,Slow Mover
90037B,2.8,2.3944379994757297,6,28,7.117,71.17,10,TINY CRYSTAL BRACELET GREEN,2.55,10.0,30.0,1022.0,0.51,448.0,160.0,Slow Mover
90037C,2.0,1.957890020745122,6,26,5.083076923076923,66.08,13,TINY CRYSTAL BRACELET BLUE,2.59,9.0,23.0,730.0,0.518,375.0,188.0,Slow Mover
90037D,2.0,1.8257418583505538,6,14,5.1242857142857146,35.870000000000005,7,TINY CRYSTALS BRACELET BLACK,2.59,8.0,22.0,730.0,0.518,375.0,188.0,Slow Mover
90038A,1.6363636363636365,1.5289415743128767,6,36,6.172727272727273,135.8,22,GLASS AND PAINTED BEADS BRACELET TO,3.9,7.0,18.0,597.0,0.78,277.0,169.0,Slow Mover
90038B,1.6153846153846154,1.5566235649883124,6,21,6.091538461538462,79.19,13,GLASS AND PAINTED BEADS BRACELET OL,3.9,7.0,18.0,590.0,0.78,275.0,170.0,Slow Mover
90038C,2.111111111111111,1.8333333333333333,6,19,7.940000000000001,71.46000000000001,9,GLASS AND BEADS BRACELET IVORY,3.9,8.0,23.0,771.0,0.78,314.0,149.0,Slow Mover
90039A,2.0,2.23606797749979,6,10,7.522,37.61,5,FIRE POLISHED GLASS BRACELET RED,3.9,10.0,24.0,730.0,0.78,306.0,153.0,Slow Mover
90039B,1.9090909090909092,2.0225995873897262,6,21,7.180909090909091,78.99,11,FIRE POLISHED GLASS BRACELET MONTAN,3.81,9.0,22.0,697.0,0.762,302.0,158.0,Slow Mover
90039C,2.090909090909091,3.300137738172316,12,23,7.877272727272728,86.65,11,FIRE POLISHED GLASS BRACELET BLACK,3.9,14.0,29.0,763.0,0.78,313.0,150.0,Slow Mover
90039D,1.8695652173913044,2.510058815429829,12,43,7.072173913043478,162.66,23,FIRE POLISHED GLASS BRACELET GREEN,3.9,11.0,24.0,682.0,0.78,296.0,158.0,Slow Mover
90040A,1.606060606060606,1.1163387125832918,6,53,6.274242424242424,207.05,33,MURANO STYLE GLASS BRACELET RED,4.33,5.0,16.0,586.0,0.8660000000000001,260.0,162.0,Slow Mover
90040B,2.088235294117647,1.4220694919478085,6,71,7.528529411764706,255.97,34,MURANO STYLE GLASS BRACELET BLACK,3.9,6.0,21.0,762.0,0.78,313.0,150.0,Slow Mover
90040C,1.9523809523809523,1.3219754338182867,6,41,6.988095238095238,146.75,21,MURANO STYLE GLASS BRACELET GOLD,3.5,6.0,20.0,713.0,0.7000000000000001,319.0,163.0,Slow Mover
90040D,1.8636363636363635,0.9408939288152438,3,41,6.766818181818182,148.87,22,MURANO STYLE GLASS BRACELET PINK,3.9,4.0,17.0,680.0,0.78,295.0,158.0,Slow Mover
90042A,2.1,2.0060254063781153,9,63,5.359666666666667,160.79,30,FRESHWATER PEARL BRACELET GOLD,2.55,9.0,24.0,766.0,0.51,388.0,185.0,Slow Mover
90042B,2.8333333333333335,0.9831920802501751,4,17,7.224999999999999,43.349999999999994,6,FRESHWATER PEARL BRACELET PINK,2.55,4.0,24.0,1034.0,0.51,450.0,159.0,Slow Mover
90042C,2.36,2.118962010041709,8,59,6.008399999999999,150.20999999999998,25,FRESHWATER PEARL BRACELET IVORY,2.54,9.0,26.0,861.0,0.508,412.0,175.0,Slow Mover
90058A,44.30769230769231,15.787044347526527,72,576,16.836923076923078,218.88,13,CRYSTAL STUD EARRINGS CLEAR DISPLAY,0.38,69.0,379.0,16172.0,0.07600000000000001,4613.0,104.0,Fast Mover
90058B,37.310344827586206,14.985954014809673,72,1082,17.55448275862069,509.08,29,CRYSTAL STUD EARRINGS ASSORTED COL ,0.38,65.0,326.0,13618.0,0.07600000000000001,4233.0,113.0,Fast Mover
90059A,2.0434782608695654,1.8732802096753571,9,94,3.4126086956521737,156.98,46,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,1.72,8.0,22.0,746.0,0.34400000000000003,466.0,228.0,Slow Mover
90059B,1.8,1.740279123753264,6,27,2.991333333333333,44.87,15,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,1.69,8.0,21.0,657.0,0.338,441.0,245.0,Slow Mover
90059C,1.7826086956521738,1.704446637451859,6,41,2.9643478260869562,68.17999999999999,23,DIAMANTE HAIR GRIP PACK/2 MONTANA,1.72,7.0,19.0,651.0,0.34400000000000003,435.0,244.0,Slow Mover
90059D,1.6842105263157894,1.5956912110327872,6,64,2.8089473684210526,106.74,38,DIAMANTE HAIR GRIP PACK/2 PERIDOT,1.72,7.0,19.0,615.0,0.34400000000000003,423.0,251.0,Slow Mover
90059E,1.65625,1.2600403219354632,6,53,2.7596875,88.31,32,DIAMANTE HAIR GRIP PACK/2 RUBY,1.72,6.0,18.0,605.0,0.34400000000000003,419.0,253.0,Slow Mover
90059F,1.8461538461538463,1.6897883344918132,6,48,3.071923076923077,79.87,26,DIAMANTE HAIR GRIP PACK/2 LT ROSE,1.72,7.0,20.0,674.0,0.34400000000000003,443.0,240.0,Slow Mover
90060B,1.5,0.5773502691896257,2,6,8.925,35.7,4,FIRE POLISHED GLASS NECKL GOLD,5.95,3.0,14.0,548.0,1.1900000000000002,215.0,143.0,Slow Mover
90060C,2.3333333333333335,2.3094010767585034,5,7,13.883333333333333,41.65,3,FIRE POLISHED GLASS NECKL SILVER,5.95,10.0,26.0,852.0,1.1900000000000002,268.0,115.0,Slow Mover
90060D,1.5,1.4142135623730951,5,12,8.925,71.4,8,FIRE POLISHED GLASS NECKL BRONZE,5.95,6.0,16.0,548.0,1.1900000000000002,215.0,143.0,Slow Mover
90060F,1.5555555555555556,1.6528841894672626,8,28,9.23,166.14000000000001,18,FIRE POLISHED GLASS NECKL GREEN,5.95,7.0,18.0,568.0,1.1900000000000002,218.0,140.0,Slow Mover
90063A,1.6153846153846154,0.6504436355879909,3,21,13.72923076923077,178.48,13,WHITE VINT ART DECO CRYSTAL NECKLAC,8.5,3.0,14.0,590.0,1.7000000000000002,186.0,115.0,Slow Mover
90063B,1.4285714285714286,0.646206172658864,3,20,12.155000000000001,170.17000000000002,14,BLACK VINT ART DEC CRYSTAL NECKLACE,8.68,3.0,13.0,521.0,1.736,173.0,121.0,Slow Mover
90064A,1.6666666666666667,1.1547005383792517,4,20,6.595,79.14,12,WHITE VINTAGE CRYSTAL EARRINGS,4.24,5.0,17.0,608.0,0.8480000000000001,268.0,161.0,Slow Mover
90064B,1.75,1.1381803659589922,4,21,6.5625,78.75,12,BLACK VINTAGE  CRYSTAL EARRINGS,3.75,5.0,17.0,639.0,0.75,292.0,167.0,Slow Mover
90065A,1.7333333333333334,1.3345232785352157,6,26,12.030666666666667,180.46,15,WHITE VINTAGE CRYSTAL BRACELET,7.37,6.0,18.0,633.0,1.4740000000000002,207.0,119.0,Slow Mover
90065B,1.5714285714285714,0.937614461876991,4,22,11.062142857142858,154.87,14,BLACK VINT ART DEC CRYSTAL BRACELET,6.75,4.0,15.0,574.0,1.35,206.0,131.0,Slow Mover
90066A,2.5,0.7071067811865476,3,5,16.875,33.75,2,PINK VINTAGE VICTORIAN CHOKER,6.75,3.0,20.0,912.0,1.35,260.0,104.0,Slow Mover
90067A,2.0625,2.0155644370746373,6,33,6.077500000000001,97.24000000000001,16,PINK VINTAGE VICTORIAN EARRINGS,2.95,9.0,23.0,753.0,0.5900000000000001,357.0,173.0,Slow Mover
90067B,2.6666666666666665,2.581988897471611,6,16,7.853333333333334,47.120000000000005,6,BROWN VINTAGE VICTORIAN EARRINGS,2.95,11.0,30.0,973.0,0.5900000000000001,406.0,152.0,Slow Mover
90081A,2.130434782608696,1.3247417527437002,6,49,10.556521739130435,242.8,23,LILY BROOCH AMETHYST COLOUR,4.95,6.0,21.0,778.0,0.9900000000000001,280.0,131.0,Slow Mover
90081B,2.3333333333333335,1.1547005383792517,3,7,11.549999999999999,34.65,3,LILY BROOCH WHITE/SILVER COLOUR,4.95,5.0,21.0,852.0,0.9900000000000001,293.0,126.0,Slow Mover
90081C,1.3888888888888888,1.021980647783726,6,50,6.9575,250.47,36,LILY BROOCH OLIVE COLOUR,5.2,4.0,14.0,507.0,1.04,221.0,159.0,Slow Mover
90082A,1.7741935483870968,1.3091900147127826,6,55,11.41,353.71,31,DIAMANTE BOW BROOCH GREEN COLOUR,6.35,6.0,18.0,648.0,1.27,226.0,127.0,Slow Mover
90082B,2.32,1.819340539866025,8,58,14.732000000000001,368.3,25,DIAMANTE BOW BROOCH RED COLOUR,6.35,8.0,24.0,847.0,1.27,258.0,111.0,Slow Mover
90082C,1.0,0.0,1,3,6.6433333333333335,19.93,3,DIAMANTE BOW BROOCH WHITE COLOUR,6.79,0.0,7.0,365.0,1.358,164.0,164.0,Slow Mover
90082D,2.1458333333333335,1.5297000586727931,6,103,13.840625000000001,664.35,48,DIAMANTE BOW BROOCH BLACK COLOUR,6.35,7.0,22.0,783.0,1.27,248.0,116.0,Slow Mover
90120A,2.657142857142857,2.350755287172203,12,93,11.305142857142858,395.68,35,PINK MURANO TWIST BRACELET,4.33,10.0,29.0,970.0,0.8660000000000001,335.0,126.0,Slow Mover
